READ_00135	TX0017
READ_00136	TX0005
READ_00137	TX0003
READ_00138	TX0014
READ_00139	TX0014
READ_00140	TX0001
READ_00141	TX0005
READ_00142	TX0003
READ_00143	TX0013
READ_00144	TX0011
READ_00145	TX0020
READ_00146	TX0017
READ_00147	TX0020
READ_00148	TX0004
READ_00149	TX0020
READ_00150	TX0011
READ_00151	TX0017
READ_00152	TX0009
READ_00153	TX0017
READ_00154	TX0013
READ_00155	TX0017
READ_00156	TX0020
READ_00157	TX0001
READ_00158	TX0017
READ_00159	TX0001
READ_00160	TX0002
READ_00161	TX0008
READ_00162	TX0016
READ_00163	TX0003
READ_00164	TX0005
READ_00165	TX0013
READ_00166	TX0012
READ_00167	TX0001
READ_00168	TX0019
READ_00169	TX0005
READ_00170	TX0015
READ_00171	TX0006
READ_00172	TX0016
READ_00173	TX0010
READ_00174	TX0007
READ_00175	TX0009
READ_00176	TX0009
READ_00177	TX0003
READ_00178	TX0018
READ_00179	TX0015
READ_00180	TX0015
READ_00181	TX0020
READ_00182	TX0016
READ_00183	TX0001
READ_00184	TX0006
READ_00185	TX0011
READ_00186	TX0009
READ_00187	TX0020
READ_00188	TX0013
READ_00189	TX0005
READ_00190	TX0011
READ_00191	TX0015
READ_00192	TX0002
READ_00193	TX0006
READ_00194	TX0001
READ_00195	TX0014
READ_00196	TX0016
READ_00197	TX0017
READ_00198	TX0011
READ_00199	TX0018
READ_00200	TX0002
READ_00201	TX0010
READ_00202	TX0004
READ_00203	TX0020
READ_00204	TX0015
READ_00205	TX0007
READ_00206	TX0017
READ_00207	TX0005
READ_00208	TX0020
READ_00209	TX0018
READ_00210	TX0009
READ_00211	TX0006
READ_00211	TX0010
READ_00212	TX0019
READ_00212	TX0009
READ_00213	TX0019
READ_00213	TX0004
READ_00214	TX0017
READ_00214	TX0012
READ_00214	TX0006
READ_00215	TX0009
READ_00215	TX0010
READ_00216	TX0018
READ_00216	TX0007
READ_00216	TX0014
READ_00217	TX0019
READ_00217	TX0010
READ_00217	TX0005
READ_00218	TX0003
READ_00218	TX0002
READ_00218	TX0014
READ_00219	TX0016
READ_00219	TX0004
READ_00220	TX0006
READ_00220	TX0011
READ_00220	TX0001
READ_00221	TX0014
READ_00221	TX0001
READ_00222	TX0004
READ_00222	TX0013
READ_00223	TX0006
READ_00223	TX0012
READ_00223	TX0007
READ_00224	TX0005
READ_00224	TX0018
READ_00224	TX0007
READ_00225	TX0002
READ_00225	TX0003
READ_00226	TX0015
READ_00226	TX0011
READ_00227	TX0010
READ_00227	TX0007
READ_00228	TX0018
READ_00228	TX0012
READ_00229	TX0009
READ_00229	TX0019
READ_00229	TX0015
READ_00230	TX0003
READ_00230	TX0010
READ_00230	TX0002
READ_00231	TX0017
READ_00231	TX0018
READ_00232	TX0014
READ_00232	TX0017
READ_00233	TX0010
READ_00233	TX0005
READ_00233	TX0013
READ_00234	TX0019
READ_00234	TX0020
READ_00234	TX0010
READ_00235	TX0002
READ_00235	TX0004
READ_00235	TX0007
READ_00236	TX0014
READ_00236	TX0019
READ_00237	TX0019
READ_00237	TX0006
READ_00237	TX0012
READ_00238	TX0010
READ_00238	TX0007
READ_00239	TX0002
READ_00239	TX0006
READ_00240	TX0011
READ_00240	TX0006
READ_00241	TX0005
READ_00241	TX0014
READ_00242	TX0010
READ_00242	TX0015
READ_00242	TX0001
READ_00243	TX0010
READ_00243	TX0017
READ_00244	TX0001
READ_00244	TX0011
READ_00244	TX0004
READ_00245	TX0006
READ_00245	TX0005
READ_00246	TX0020
READ_00246	TX0002
READ_00246	TX0004
READ_00247	TX0020
READ_00247	TX0009
READ_00248	TX0014
READ_00248	TX0020
READ_00249	TX0018
READ_00249	TX0010
READ_00250	TX0008
READ_00250	TX0005
READ_00251	TX0014
READ_00251	TX0004
READ_00251	TX0009
READ_00252	TX0016
READ_00252	TX0012
READ_00252	TX0010
READ_00253	TX0011
READ_00253	TX0002
READ_00253	TX0016
READ_00254	TX0015
READ_00254	TX0017
READ_00254	TX0006
READ_00255	TX0019
READ_00255	TX0010
READ_00256	TX0006
READ_00256	TX0001
READ_00257	TX0013
READ_00257	TX0010
READ_00258	TX0013
READ_00258	TX0015
READ_00259	TX0015
READ_00259	TX0008
READ_00260	TX0006
READ_00260	TX0010
READ_00260	TX0016
READ_00261	TX0016
READ_00261	TX0019
READ_00261	TX0003
READ_00262	TX0007
READ_00262	TX0003
READ_00262	TX0010
READ_00263	TX0010
READ_00263	TX0007
READ_00264	TX0013
READ_00264	TX0010
READ_00265	TX0014
READ_00265	TX0011
READ_00266	TX0003
READ_00266	TX0010
READ_00267	TX0002
READ_00267	TX0007
READ_00268	TX0011
READ_00268	TX0020
READ_00268	TX0001
READ_00269	TX0006
READ_00269	TX0010
READ_00270	TX0012
READ_00270	TX0013
READ_00271	TX0015
READ_00271	TX0001
READ_00271	TX0011
READ_00272	TX0013
READ_00272	TX0014
READ_00272	TX0002
READ_00273	TX0013
READ_00273	TX0003
READ_00273	TX0020
READ_00274	TX0019
READ_00274	TX0016
READ_00274	TX0013
READ_00275	TX0008
READ_00275	TX0013
READ_00276	TX0006
READ_00276	TX0008
READ_00276	TX0005
READ_00277	TX0009
READ_00277	TX0010
READ_00278	TX0011
READ_00278	TX0001
READ_00279	TX0015
READ_00279	TX0004
READ_00279	TX0007
READ_00280	TX0010
READ_00280	TX0008
READ_00281	TX0003
READ_00281	TX0013
READ_00282	TX0016
READ_00282	TX0008
READ_00282	TX0003
READ_00283	TX0016
READ_00283	TX0011
READ_00284	TX0007
READ_00284	TX0018
READ_00285	TX0005
READ_00285	TX0018
READ_00286	TX0017
READ_00286	TX0003
READ_00287	TX0008
READ_00287	TX0019
READ_00287	TX0018
READ_00288	TX0015
READ_00288	TX0012
READ_00288	TX0003
READ_00289	TX0016
READ_00289	TX0010
READ_00289	TX0002
READ_00290	TX0001
READ_00290	TX0013
READ_00290	TX0007
READ_00291	TX0011
READ_00291	TX0013
READ_00292	TX0005
READ_00292	TX0002
READ_00293	TX0005
READ_00293	TX0014
READ_00294	TX0017
READ_00294	TX0018
READ_00295	TX0017
READ_00295	TX0018
READ_00296	TX0013
READ_00296	TX0002
READ_00297	TX0003
READ_00297	TX0008
READ_00297	TX0014
READ_00298	TX0014
READ_00298	TX0018
READ_00299	TX0002
READ_00299	TX0005
READ_00299	TX0010
READ_00300	TX0003
READ_00300	TX0018
READ_00300	TX0019
READ_S2_00001	TX0018
READ_S2_00002	TX0015
READ_S2_00003	TX0001
READ_S2_00004	TX0008
READ_S2_00005	TX0019
READ_S2_00006	TX0008
READ_S2_00007	TX0020
READ_S2_00008	TX0019
READ_S2_00009	TX0002
READ_S2_00010	TX0020
READ_S2_00011	TX0019
READ_S2_00012	TX0011
READ_S2_00013	TX0015
READ_S2_00014	TX0018
READ_S2_00015	TX0008
READ_S2_00016	TX0010
READ_S2_00017	TX0002
READ_S2_00018	TX0004
READ_S2_00019	TX0017
READ_S2_00020	TX0012
READ_S2_00021	TX0020
READ_S2_00022	TX0019
READ_S2_00023	TX0007
READ_S2_00024	TX0009
READ_S2_00025	TX0019
READ_S2_00026	TX0011
READ_S2_00027	TX0011
READ_S2_00028	TX0012
READ_S2_00029	TX0017
READ_S2_00030	TX0002
READ_S2_00031	TX0020
READ_S2_00032	TX0007
READ_S2_00033	TX0017
READ_S2_00034	TX0004
READ_S2_00035	TX0013
READ_S2_00036	TX0019
READ_S2_00037	TX0001
READ_S2_00038	TX0017
READ_S2_00039	TX0004
READ_S2_00040	TX0002
READ_S2_00041	TX0008
READ_S2_00042	TX0003
READ_S2_00043	TX0013
READ_S2_00044	TX0002
READ_S2_00045	TX0004
READ_S2_00046	TX0009
READ_S2_00047	TX0011
READ_S2_00048	TX0010
READ_S2_00049	TX0014
READ_S2_00050	TX0001
READ_S2_00051	TX0001
READ_S2_00052	TX0014
READ_S2_00053	TX0020
READ_S2_00054	TX0011
READ_S2_00055	TX0009
READ_S2_00056	TX0019
READ_S2_00057	TX0005
READ_S2_00058	TX0002
READ_S2_00059	TX0009
READ_S2_00060	TX0003
READ_S2_00061	TX0012
READ_S2_00062	TX0002
READ_S2_00063	TX0016
READ_S2_00064	TX0018
READ_S2_00065	TX0017
READ_S2_00066	TX0020
READ_S2_00067	TX0008
READ_S2_00068	TX0008
READ_S2_00069	TX0019
READ_S2_00070	TX0015
READ_S2_00071	TX0006
READ_S2_00072	TX0003
READ_S2_00073	TX0001
READ_S2_00074	TX0015
READ_S2_00075	TX0004
READ_S2_00076	TX0009
READ_S2_00077	TX0001
READ_S2_00078	TX0011
READ_S2_00079	TX0006
READ_S2_00080	TX0020
READ_S2_00081	TX0014
READ_S2_00082	TX0009
READ_S2_00083	TX0006
READ_S2_00084	TX0012
READ_S2_00085	TX0017
READ_S2_00086	TX0011
READ_S2_00087	TX0009
READ_S2_00088	TX0018
READ_S2_00089	TX0011
READ_S2_00090	TX0019
READ_S2_00091	TX0001
READ_S2_00092	TX0011
READ_S2_00093	TX0017
READ_S2_00094	TX0017
READ_S2_00095	TX0008
READ_S2_00096	TX0011
READ_S2_00097	TX0018
READ_S2_00098	TX0001
READ_S2_00099	TX0006
READ_S2_00100	TX0002
READ_S2_00101	TX0014
READ_S2_00102	TX0005
READ_S2_00103	TX0001
READ_S2_00104	TX0018
READ_S2_00105	TX0004
READ_S2_00106	TX0015
READ_S2_00107	TX0007
READ_S2_00108	TX0014
READ_S2_00109	TX0010
READ_S2_00110	TX0003
READ_S2_00111	TX0007
READ_S2_00112	TX0005
READ_S2_00113	TX0006
READ_S2_00114	TX0005
READ_S2_00115	TX0018
READ_S2_00116	TX0009
READ_S2_00117	TX0003
READ_S2_00118	TX0003
READ_S2_00119	TX0009
READ_S2_00120	TX0013
READ_S2_00121	TX0007
READ_S2_00122	TX0010
READ_S2_00123	TX0017
READ_S2_00124	TX0002
READ_S2_00125	TX0020
READ_S2_00126	TX0017
READ_S2_00127	TX0012
READ_S2_00128	TX0006
READ_S2_00129	TX0019
READ_S2_00130	TX0010
READ_S2_00131	TX0016
READ_S2_00132	TX0001
READ_S2_00133	TX0010
READ_S2_00134	TX0007
READ_S2_00135	TX0002
READ_S2_00136	TX0004
READ_S2_00137	TX0020
READ_S2_00138	TX0008
READ_S2_00139	TX0015
READ_S2_00140	TX0014
READ_S2_00141	TX0017
READ_S2_00142	TX0005
READ_S2_00143	TX0017
READ_S2_00144	TX0017
READ_S2_00145	TX0016
READ_S2_00146	TX0020
READ_S2_00147	TX0006
READ_S2_00148	TX0003
READ_S2_00149	TX0014
READ_S2_00150	TX0009
READ_S2_00151	TX0012
READ_S2_00152	TX0009
READ_S2_00153	TX0014
READ_S2_00154	TX0003
READ_S2_00155	TX0004
READ_S2_00156	TX0003
READ_S2_00157	TX0007
READ_S2_00158	TX0001
READ_S2_00159	TX0005
READ_S2_00160	TX0004
READ_S2_00161	TX0008
READ_S2_00162	TX0012
READ_S2_00163	TX0012
READ_S2_00164	TX0012
READ_S2_00165	TX0015
READ_S2_00166	TX0009
READ_S2_00167	TX0003
READ_S2_00168	TX0003
READ_S2_00169	TX0009
READ_S2_00170	TX0007
READ_S2_00171	TX0012
READ_S2_00172	TX0013
READ_S2_00173	TX0017
READ_S2_00174	TX0015
READ_S2_00175	TX0015
READ_S2_00176	TX0020
READ_S2_00177	TX0003
READ_S2_00178	TX0013
READ_S2_00179	TX0019
READ_S2_00180	TX0002
READ_S2_00181	TX0005
READ_S2_00182	TX0009
READ_S2_00183	TX0018
READ_S2_00184	TX0001
READ_S2_00185	TX0004
READ_S2_00186	TX0018
READ_S2_00187	TX0005
READ_S2_00188	TX0003
READ_S2_00189	TX0010
READ_S2_00190	TX0007
READ_S2_00191	TX0014
READ_S2_00192	TX0010
READ_S2_00193	TX0010
READ_S2_00194	TX0009
READ_S2_00195	TX0007
READ_S2_00196	TX0006
READ_S2_00197	TX0020
READ_S2_00198	TX0008
READ_S2_00199	TX0005
READ_S2_00200	TX0019
